rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
phylum	5	0.10283481429700107	0.969791747827403	0.008	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.07231290337954752	0.0	0.28571428571428575
phylum	4	0.10283481429700107	0.969791747827403	0.008	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.07231290337954752	0.0	0.28571428571428575
phylum	3	0.10283481429700107	0.969791747827403	0.99	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.9801980198019802
phylum	2	0.10283481429700107	0.969791747827403	0.008	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.07231290337954752	0.0	0.28571428571428575
phylum	1	0.10283481429700107	0.969791747827403	0.008	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.07231290337954752	0.0	0.28571428571428575
phylum	9	0.10283481429700107	0.969791747827403	0.008	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.07231290337954752	0.0	0.28571428571428575
class	0	0.10283481429700107	0.969791747827403	0.99	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.9801980198019802
class	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	3	0.10283481429700107	0.969791747827403	0.99	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.9801980198019802
class	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
class	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
order	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
order	0	0.10283481429700107	0.969791747827403	0.9902944511199999	0.25	1.0	0.4	1.0	0.0	3.0	1.0	0.25	0.0	0.0	0.9804895555643564
order	3	0.10283481429700107	0.969791747827403	0.9903506650540002	0.25	1.0	0.4	1.0	0.0	3.0	1.0	0.25	0.0	0.0	0.9805452129247526
order	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
family	0	0.10283481429700107	0.969791747827403	0.9929516186330001	0.21052631578947367	0.8	0.3333333333333333	4.0	1.0	15.0	5.0	0.2	1.3992353201869236	0.8693937861018397	0.9831813650850854
family	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	3	0.10283481429700107	0.969791747827403	1.002962962963	0.05263157894736842	1.0	0.1	1.0	0.0	18.0	1.0	0.05263157894736842	0.0	0.0	0.9931066166280395
family	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
family	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	19.0	na	0.0	na	na	na
genus	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	3	0.10283481429700107	0.969791747827403	1.0034676877659996	0.008849557522123894	1.0	0.017543859649122806	1.0	0.0	112.0	1.0	0.008849557522123894	0.0	0.0	0.9935323641188504
genus	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	113.0	na	0.0	na	na	na
genus	0	0.10283481429700107	0.969791747827403	0.9953278730140005	0.08849557522123894	1.0	0.1626016260162602	10.0	0.0	103.0	10.0	0.08849557522123894	1.879940620195385	0.8164478376566325	0.9854731415980197
species	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	0	0.10283481429700107	0.969791747827403	1.000444891951001	0.032640949554896145	0.9166666666666666	0.06303724928366762	11.0	1.0	326.0	12.0	0.03254437869822485	2.106146723475465	0.8475757926983498	0.9905394969782457
species	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	3	0.10283481429700107	0.969791747827403	1.003544717631	0.002967359050445104	1.0	0.005917159763313609	1.0	0.0	336.0	1.0	0.002967359050445104	0.0	0.0	0.9936086313188055
species	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
species	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	337.0	na	0.0	na	na	na
strain	2	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	9	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	8	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	7	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	6	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	0	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	4	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	3	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	1	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
strain	5	0.10283481429700107	0.969791747827403	na	0.0	0.0	na	0.0	0.0	99.0	na	0.0	na	na	na
