rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
family	8	0.00027413827476604655	3.324304036273185	0.0031632897909999996	1.0	0.7307692307692307	0.8444444444444443	19.0	7.0	0.0	26.0	0.7307692307692307	0.04925517712385668	0.015117777066780063	0.18052269910099197
family	7	0.00027413827476604655	3.324304036273185	0.003369423074999999	1.0	0.7037037037037037	0.8260869565217391	19.0	8.0	0.0	27.0	0.7037037037037037	0.05131561521434029	0.015569828635527158	0.18817229419180792
family	6	0.00027413827476604655	3.324304036273185	0.003501438400999999	1.0	0.7307692307692307	0.8444444444444443	19.0	7.0	0.0	26.0	0.7307692307692307	0.05273202460923314	0.016184917786768616	0.192890874723367
family	5	0.00027413827476604655	3.324304036273185	0.003468089136	1.0	0.76	0.8636363636363636	19.0	6.0	0.0	25.0	0.76	0.05286262338548366	0.01642269732093445	0.19086287255407475
family	4	0.00027413827476604655	3.324304036273185	0.004561104468	1.0	0.6551724137931034	0.7916666666666666	19.0	10.0	0.0	29.0	0.6551724137931034	0.036630403812987274	0.010878285028237157	0.2981533527293695
family	3	0.00027413827476604655	3.324304036273185	0.003563685258	1.0	0.76	0.8636363636363636	19.0	6.0	0.0	25.0	0.76	0.05377808263118177	0.01670710072619336	0.19430783536531557
family	2	0.00027413827476604655	3.324304036273185	0.006362886774	1.0	0.6333333333333333	0.7755102040816326	19.0	11.0	0.0	30.0	0.6333333333333333	0.025842479847873995	0.007598053552318345	0.47145891333289575
family	1	0.00027413827476604655	3.324304036273185	0.0033294467950000005	1.0	0.6785714285714286	0.8085106382978724	19.0	9.0	0.0	28.0	0.6785714285714286	0.043623651492790044	0.013091528854120769	0.2013959194115726
genus	1	0.00027413827476604655	3.324304036273185	0.004113273415000003	1.0	0.4977973568281938	0.6647058823529411	113.0	114.0	0.0	227.0	0.4977973568281938	0.053788214166093036	0.009914969537556191	0.2475592865930324
genus	2	0.00027413827476604655	3.324304036273185	0.006644603616999994	1.0	0.48497854077253216	0.653179190751445	113.0	120.0	0.0	233.0	0.48497854077253216	0.03122948916907637	0.005729089867023072	0.4900267228353162
genus	3	0.00027413827476604655	3.324304036273185	0.003929101660000004	1.0	0.5458937198067633	0.7062499999999999	113.0	94.0	0.0	207.0	0.5458937198067633	0.06643985934807153	0.012458909221310844	0.21321357734622154
genus	4	0.00027413827476604655	3.324304036273185	0.0049462502339999975	1.0	0.4870689655172414	0.655072463768116	113.0	119.0	0.0	232.0	0.4870689655172414	0.04473407733508486	0.008213004278082064	0.32192440980624637
genus	5	0.00027413827476604655	3.324304036273185	0.003910805068000002	1.0	0.5406698564593302	0.7018633540372671	113.0	96.0	0.0	209.0	0.5406698564593302	0.06544609871989837	0.012250468733930027	0.21413920498814853
genus	6	0.00027413827476604655	3.324304036273185	0.0038851915610000013	1.0	0.5207373271889401	0.6848484848484848	113.0	104.0	0.0	217.0	0.5207373271889401	0.06531143393946387	0.012139903356424269	0.21293102940939534
genus	7	0.00027413827476604655	3.324304036273185	0.0038699653249999956	1.0	0.518348623853211	0.6827794561933536	113.0	105.0	0.0	218.0	0.518348623853211	0.06343680209665681	0.01178138365007572	0.2151315120987042
genus	8	0.00027413827476604655	3.324304036273185	0.0037738253089999994	1.0	0.5022222222222222	0.668639053254438	113.0	112.0	0.0	225.0	0.5022222222222222	0.06095298457304913	0.011254035199982724	0.2143468210293521
genus	9	0.00027413827476604655	3.324304036273185	0.004424799700999998	1.0	0.4808510638297872	0.6494252873563219	113.0	122.0	0.0	235.0	0.4808510638297872	0.04991771095993572	0.00914313198879545	0.27555620897654287
genus	0	0.00027413827476604655	3.324304036273185	0.0036721752040000015	1.0	0.5044642857142857	0.6706231454005935	113.0	111.0	0.0	224.0	0.5044642857142857	0.06512489743927408	0.012034212292385629	0.1993506274006645
species	1	0.00027413827476604655	3.324304036273185	0.007179925754000012	0.9970326409495549	0.25986078886310904	0.4122699386503067	336.0	957.0	1.0	1293.0	0.2596599690880989	0.06618669233193049	0.00923786119107078	0.4437704896879556
species	0	0.00027413827476604655	3.324304036273185	0.006071457596000001	0.9940652818991098	0.2555301296720061	0.40655339805825247	335.0	976.0	2.0	1311.0	0.25514089870525514	0.08135263475751921	0.011332746298191058	0.3381007967629154
species	9	0.00027413827476604655	3.324304036273185	0.007398531902999993	0.9970326409495549	0.2559025133282559	0.40727272727272723	336.0	977.0	1.0	1313.0	0.2557077625570776	0.061349456673864024	0.008544409420503198	0.47239957613694855
species	2	0.00027413827476604655	3.324304036273185	0.00853889506599997	0.9881305637982196	0.2698541329011345	0.4239338001273074	333.0	901.0	4.0	1234.0	0.2689822294022617	0.03772296417085911	0.005299645728144651	0.6419933570155932
species	3	0.00027413827476604655	3.324304036273185	0.006046170625000024	0.9970326409495549	0.27608874281018897	0.4324324324324324	336.0	881.0	1.0	1217.0	0.27586206896551724	0.08246718928733403	0.011608321594819152	0.3354755916693037
species	4	0.00027413827476604655	3.324304036273185	0.0076903219289999915	0.9940652818991098	0.25709900230237914	0.40853658536585363	335.0	968.0	2.0	1303.0	0.2567049808429119	0.054762769159617995	0.007635182297249102	0.5129271614453855
species	5	0.00027413827476604655	3.324304036273185	0.006332159969000027	0.9940652818991098	0.27059773828756056	0.42539682539682533	335.0	903.0	2.0	1238.0	0.2701612903225806	0.0812354016609637	0.011407459880733722	0.3548614673446775
species	6	0.00027413827476604655	3.324304036273185	0.006219573946000011	0.9970326409495549	0.27053140096618356	0.4255858138062064	336.0	906.0	1.0	1242.0	0.27031375703942073	0.08085134720088248	0.011348388502568908	0.3490917761563096
species	7	0.00027413827476604655	3.324304036273185	0.006497029938999973	0.9970326409495549	0.26666666666666666	0.4207889793362555	336.0	924.0	1.0	1260.0	0.26645519429024583	0.07831113673615735	0.01096968702971423	0.37069521072075606
species	8	0.00027413827476604655	3.324304036273185	0.006693994939000022	0.9970326409495549	0.25986078886310904	0.4122699386503067	336.0	957.0	1.0	1293.0	0.2596599690880989	0.07526917149178192	0.010505528131257538	0.39011310421236267
strain	2	0.00027413827476604655	3.324304036273185	0.0011010371810000028	0.696969696969697	0.20353982300884957	0.31506849315068497	69.0	270.0	30.0	339.0	0.18699186991869918	0.003797223960034648	0.0006517720374265487	0.8167791430374821
strain	9	0.00027413827476604655	3.324304036273185	0.0010706500720000004	0.7575757575757576	0.19788918205804748	0.3138075313807531	75.0	304.0	24.0	379.0	0.18610421836228289	0.006124152443580242	0.0010314299116758355	0.6937918731053485
strain	8	0.00027413827476604655	3.324304036273185	0.0010218751260000019	0.7676767676767676	0.18952618453865336	0.304	76.0	325.0	23.0	401.0	0.1792452830188679	0.007460297451410039	0.0012446355456048337	0.6151081908042783
strain	7	0.00027413827476604655	3.324304036273185	0.0010049351510000013	0.797979797979798	0.19651741293532338	0.3153692614770459	79.0	323.0	20.0	402.0	0.1872037914691943	0.007921056106692942	0.0013209571242513098	0.5902057861299064
strain	6	0.00027413827476604655	3.324304036273185	0.000993278598000001	0.8181818181818182	0.2025	0.32464929859719444	81.0	319.0	18.0	400.0	0.1937799043062201	0.008414552157002193	0.001404423257592972	0.5685788812522693
strain	0	0.00027413827476604655	3.324304036273185	0.0009807104470000029	0.898989898989899	0.18464730290456433	0.306368330464716	89.0	393.0	10.0	482.0	0.18089430894308944	0.008698456423278147	0.00140798561183082	0.5837751331141791
strain	4	0.00027413827476604655	3.324304036273185	0.0010815030090000003	0.7474747474747475	0.2005420054200542	0.3162393162393162	74.0	295.0	25.0	369.0	0.18781725888324874	0.005233497246505893	0.0008854131789126071	0.736840864594197
strain	3	0.00027413827476604655	3.324304036273185	0.0009860450629999998	0.7676767676767676	0.19791666666666666	0.3146997929606625	76.0	308.0	23.0	384.0	0.18673218673218672	0.008408996160349857	0.001413124059467003	0.5635306601536503
strain	1	0.00027413827476604655	3.324304036273185	0.0010556425569999992	0.7272727272727273	0.1782178217821782	0.2862823061630219	72.0	332.0	27.0	404.0	0.16705336426914152	0.006554747395570021	0.0010922003442289684	0.6681682014949438
strain	5	0.00027413827476604655	3.324304036273185	0.0010045643979999994	0.797979797979798	0.19651741293532338	0.3153692614770459	79.0	323.0	20.0	402.0	0.1872037914691943	0.008422184564087156	0.001404527950798116	0.5747793132255617
