rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
class	7	0.21257409456982088	0.37864091063787403	0.99	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.9801980198019802
class	8	0.21257409456982088	0.37864091063787403	0.99	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.9801980198019802
order	8	0.21257409456982088	0.37864091063787403	0.9784664354420001	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.18168528443703805	0.16537707279544647	0.9799824683204917
order	7	0.21257409456982088	0.37864091063787403	0.970851	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.0999841698067784	0.07212333297381962	0.9798153304583637
order	6	0.21257409456982088	0.37864091063787403	0.9853270000000001	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.1728024759802149	0.12465063757499513	0.9801059754686785
order	4	0.21257409456982088	0.37864091063787403	0.9846954354420001	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.21054577274106548	0.19164702134937728	0.9801065764510561
order	9	0.21257409456982088	0.37864091063787403	0.970557435442	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.16002036080154303	0.145656809460544	0.9798226383098582
order	2	0.21257409456982088	0.37864091063787403	0.9790244354420001	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.2154685250293215	0.19612790358511495	0.9799936491610204
order	1	0.21257409456982088	0.37864091063787403	0.9900124354420001	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.14749600984031572	0.13425665392759337	0.9802113026270324
order	0	0.21257409456982088	0.37864091063787403	0.9803849999999998	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.11685517999331645	0.08429319433927243	0.9800076970366406
order	3	0.21257409456982088	0.37864091063787403	0.9837714354420001	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.11644398755713296	0.10599188517934978	0.9800882637468394
order	5	0.21257409456982088	0.37864091063787403	0.9749740000000001	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.1577221246180655	0.1137724635124771	0.9798989722344504
family	0	0.21257409456982088	0.37864091063787403	0.7972061971989999	0.9473684210526315	0.9473684210526315	0.9473684210526315	18.0	1.0	1.0	19.0	0.9	1.4827026238741825	0.5035603163676124	0.975695685737731
family	9	0.21257409456982088	0.37864091063787403	0.768540064039	0.5789473684210527	1.0	0.7333333333333334	11.0	0.0	8.0	11.0	0.5789473684210527	1.4553740712222474	0.6069381293386552	0.9751378844854087
family	8	0.21257409456982088	0.37864091063787403	0.826214096197	0.7368421052631579	0.9333333333333333	0.8235294117647058	14.0	1.0	5.0	15.0	0.7	1.5295539643790441	0.5648174335012315	0.9766692504791723
family	7	0.21257409456982088	0.37864091063787403	0.8200401384730002	0.7368421052631579	0.9333333333333333	0.8235294117647058	14.0	1.0	5.0	15.0	0.7	1.4364005053551876	0.5304187140882968	0.9765721995074051
family	6	0.21257409456982088	0.37864091063787403	0.809490869361	0.8421052631578947	0.8421052631578947	0.8421052631578947	16.0	3.0	3.0	19.0	0.7272727272727273	1.4867643407976008	0.5049397699586555	0.9761808084718506
family	5	0.21257409456982088	0.37864091063787403	0.8132393230330002	0.7368421052631579	0.9333333333333333	0.8235294117647058	14.0	1.0	5.0	15.0	0.7	1.4875992141245116	0.5493248291774798	0.9763236884628413
family	4	0.21257409456982088	0.37864091063787403	0.8519859356870002	0.6842105263157895	1.0	0.8125000000000001	13.0	0.0	6.0	13.0	0.6842105263157895	1.6344230125306751	0.6372145351626828	0.9774664722320752
family	3	0.21257409456982088	0.37864091063787403	0.8190942194890001	0.8947368421052632	0.9444444444444444	0.918918918918919	17.0	1.0	2.0	18.0	0.85	1.464395906094137	0.5066462132746679	0.9764050175244993
family	2	0.21257409456982088	0.37864091063787403	0.8476556817570001	0.42105263157894735	1.0	0.5925925925925926	8.0	0.0	11.0	8.0	0.42105263157894735	1.4230757379779644	0.6843547699967371	0.9776129352139514
family	1	0.21257409456982088	0.37864091063787403	0.787478535937	0.631578947368421	0.9230769230769231	0.7499999999999999	12.0	1.0	7.0	13.0	0.6	1.4964016923246524	0.5834039911827351	0.9757786845030085
genus	1	0.21257409456982088	0.37864091063787403	0.746476853596	0.36283185840707965	0.7735849056603774	0.49397590361445787	41.0	12.0	72.0	53.0	0.328	2.1396325558688876	0.538910639936954	0.9775552811755313
genus	2	0.21257409456982088	0.37864091063787403	0.7966020338199995	0.20353982300884957	0.7666666666666667	0.3216783216783217	23.0	7.0	90.0	30.0	0.19166666666666668	2.121636004138465	0.6237909083364129	0.9807990349805714
genus	3	0.21257409456982088	0.37864091063787403	0.793535917953999	0.6548672566371682	0.8604651162790697	0.7437185929648241	74.0	12.0	39.0	86.0	0.592	2.2781787014367745	0.5114506233837942	0.9763856024994118
genus	4	0.21257409456982088	0.37864091063787403	0.7968034039639998	0.336283185840708	0.8837209302325582	0.4871794871794872	38.0	5.0	75.0	43.0	0.3220338983050847	2.2475818245525767	0.5975703912095952	0.9798574293340131
genus	5	0.21257409456982088	0.37864091063787403	0.7797007855259995	0.5221238938053098	0.7866666666666666	0.6276595744680851	59.0	16.0	54.0	75.0	0.4573643410852713	2.276471940627275	0.5272676799016577	0.9771176318614182
genus	6	0.21257409456982088	0.37864091063787403	0.776248349594	0.584070796460177	0.868421052631579	0.6984126984126985	66.0	10.0	47.0	76.0	0.5365853658536586	2.229325251048316	0.5147685336130444	0.9763368763544756
genus	7	0.21257409456982088	0.37864091063787403	0.7855156490679991	0.49557522123893805	0.8115942028985508	0.6153846153846154	56.0	13.0	57.0	69.0	0.4444444444444444	2.200279161476655	0.5196560736220642	0.9774569069700251
genus	8	0.21257409456982088	0.37864091063787403	0.7588280639979998	0.40707964601769914	0.8679245283018868	0.5542168674698795	46.0	7.0	67.0	53.0	0.38333333333333336	2.1383985463444093	0.5385998291574579	0.9769534341992356
genus	9	0.21257409456982088	0.37864091063787403	0.7508856526039994	0.415929203539823	0.8867924528301887	0.5662650602409639	47.0	6.0	66.0	53.0	0.3949579831932773	2.2202320169120218	0.5592112784789255	0.9767580127793185
genus	0	0.21257409456982088	0.37864091063787403	0.770560010458	0.831858407079646	0.8623853211009175	0.8468468468468467	94.0	15.0	19.0	109.0	0.734375	2.279274673357426	0.4858464412735907	0.9754097040428565
species	1	0.21257409456982088	0.37864091063787403	0.4871765785289993	0.14540059347181009	0.6363636363636364	0.23671497584541062	49.0	28.0	288.0	77.0	0.13424657534246576	2.169493207824531	0.4994453013272213	0.9760749532775336
species	0	0.21257409456982088	0.37864091063787403	0.4606672735170008	0.5133531157270029	0.7828054298642534	0.6200716845878136	173.0	48.0	164.0	221.0	0.44935064935064933	2.2456806923733397	0.41600833775201734	0.9664524114020968
species	9	0.21257409456982088	0.37864091063787403	0.5276763653489993	0.1632047477744807	0.6962025316455697	0.2644230769230769	55.0	24.0	282.0	79.0	0.1523545706371191	2.2391856054030006	0.5124642016585094	0.9786682048414042
species	2	0.21257409456982088	0.37864091063787403	0.5273560073449999	0.0712166172106825	0.6	0.1273209549071618	24.0	16.0	313.0	40.0	0.0679886685552408	2.1991993892292454	0.5961700339046427	0.9811785680853723
species	3	0.21257409456982088	0.37864091063787403	0.4950287320089998	0.37091988130563797	0.8012820512820513	0.5070993914807302	125.0	31.0	212.0	156.0	0.33967391304347827	2.2830113120488873	0.4520943386843927	0.9719156858282734
species	4	0.21257409456982088	0.37864091063787403	0.577679623095	0.142433234421365	0.75	0.23940149625935161	48.0	16.0	289.0	64.0	0.1359773371104816	2.480170599178123	0.5963549706654812	0.9794898793711163
species	5	0.21257409456982088	0.37864091063787403	0.4702527945249992	0.2522255192878338	0.6854838709677419	0.368763557483731	85.0	39.0	252.0	124.0	0.22606382978723405	2.1546836545834243	0.4470036916428492	0.9714341081884466
species	6	0.21257409456982088	0.37864091063787403	0.5067661601089996	0.32344213649851633	0.7676056338028169	0.4551148225469729	109.0	33.0	228.0	142.0	0.2945945945945946	2.317500738740535	0.4676314794290382	0.9727899322763475
species	7	0.21257409456982088	0.37864091063787403	0.5327556309670001	0.2551928783382789	0.7413793103448276	0.37969094922737306	86.0	30.0	251.0	116.0	0.23433242506811988	2.317501164668794	0.4875264950278375	0.9753927728653732
species	8	0.21257409456982088	0.37864091063787403	0.4958824170309994	0.19584569732937684	0.7021276595744681	0.30626450116009285	66.0	28.0	271.0	94.0	0.18082191780821918	2.105633917655956	0.46345967377531705	0.9745925139678359
strain	2	0.21257409456982088	0.37864091063787403	0.09989679022499998	0.030303030303030304	0.3333333333333333	0.05555555555555555	3.0	6.0	96.0	9.0	0.02857142857142857	0.4461286149550724	0.20304188272640358	0.9993100777225331
strain	9	0.21257409456982088	0.37864091063787403	0.028196962376999993	0.050505050505050504	0.7142857142857143	0.09433962264150943	5.0	2.0	94.0	7.0	0.04950495049504951	0.15114053940759264	0.07767087266643184	0.996297175287473
strain	8	0.21257409456982088	0.37864091063787403	0.037857146930999994	0.0707070707070707	0.5	0.12389380530973451	7.0	7.0	92.0	14.0	0.0660377358490566	0.21789168302759584	0.08256420979659496	0.995958725825731
strain	7	0.21257409456982088	0.37864091063787403	0.034909435795000006	0.12121212121212122	0.75	0.20869565217391306	12.0	4.0	87.0	16.0	0.11650485436893204	0.2094827955450533	0.07555494757110126	0.9942094258389039
strain	6	0.21257409456982088	0.37864091063787403	0.030514177569000003	0.09090909090909091	0.6	0.15789473684210525	9.0	6.0	90.0	15.0	0.08571428571428572	0.1818892420732869	0.06716612638837187	0.9951218876709094
strain	0	0.21257409456982088	0.37864091063787403	0.03345928478899999	0.21212121212121213	0.65625	0.3206106870229008	21.0	11.0	78.0	32.0	0.19090909090909092	0.21971611977408295	0.063396671280287	0.9903728132478061
strain	4	0.21257409456982088	0.37864091063787403	0.04878976035299996	0.06060606060606061	0.75	0.11214953271028039	6.0	2.0	93.0	8.0	0.0594059405940594	0.2433013539026016	0.117003218905618	0.997016527801067
strain	3	0.21257409456982088	0.37864091063787403	0.038088229471	0.21212121212121213	0.8076923076923077	0.33599999999999997	21.0	5.0	78.0	26.0	0.20192307692307693	0.24343140506969502	0.07471583552816444	0.9890796439358803
strain	1	0.21257409456982088	0.37864091063787403	0.044396999592999975	0.0707070707070707	0.5833333333333334	0.12612612612612611	7.0	5.0	92.0	12.0	0.0673076923076923	0.24435480884870034	0.09833560905378375	0.9967724116117574
strain	5	0.21257409456982088	0.37864091063787403	0.04258147883499998	0.1111111111111111	0.5789473684210527	0.18644067796610167	11.0	8.0	88.0	19.0	0.102803738317757	0.2512425597844696	0.085327820193304	0.9950394637019792
