rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
phylum	2	4.711147067428613e-05	2.9802707374949406	0.0053385731559999995	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.02502456090353078	0.0	0.3641237113415562
phylum	1	4.711147067428613e-05	2.9802707374949406	0.001213220476	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.041601069286327744	0.0	0.06457841667062297
phylum	9	4.711147067428613e-05	2.9802707374949406	0.0018959648890000003	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03902411539988374	0.0	0.10472609434169806
class	0	4.711147067428613e-05	2.9802707374949406	1.0322712000000455e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.046014481396586586	0.0	0.000516402133525051
class	9	4.711147067428613e-05	2.9802707374949406	0.0018959648890000003	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.03902411539988374	0.0	0.10472609434169806
class	1	4.711147067428613e-05	2.9802707374949406	0.001213220476	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.041601069286327744	0.0	0.06457841667062297
class	2	4.711147067428613e-05	2.9802707374949406	0.0053385731559999995	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.02502456090353078	0.0	0.3641237113415562
class	3	4.711147067428613e-05	2.9802707374949406	1.2091897999999546e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04600810119607098	0.0	0.0006049606561273726
class	4	4.711147067428613e-05	2.9802707374949406	0.0027256034750000003	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.035814723269184036	0.0	0.15778284764133027
class	5	4.711147067428613e-05	2.9802707374949406	5.351784699999973e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04585861744930226	0.0	0.0026830719617368976
class	6	4.711147067428613e-05	2.9802707374949406	4.993506200000053e-05	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04587155257955984	0.0	0.0025030024791992747
class	7	4.711147067428613e-05	2.9802707374949406	0.00014958126200000034	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04551131160591903	0.0	0.0075354209890622775
class	8	4.711147067428613e-05	2.9802707374949406	0.00034999328199999957	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.04478371901791584	0.0	0.017811356862254667
order	8	4.711147067428613e-05	2.9802707374949406	0.00035133682700000016	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.0457734657050451	0.0330185759884848	0.017880953218373956
order	7	4.711147067428613e-05	2.9802707374949406	0.00015159657900000055	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.046505456955965675	0.033546596062323415	0.0076377215730917885
order	6	4.711147067428613e-05	2.9802707374949406	5.172645400000038e-05	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.04688271730956003	0.03381873188295071	0.0025930291100490998
order	4	4.711147067428613e-05	2.9802707374949406	0.0027278427160000013	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.03656447505379722	0.026375693416410734	0.1579329478736816
order	9	4.711147067428613e-05	2.9802707374949406	0.0018977562810000008	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.03984587173720456	0.028742720777581363	0.10483541766748661
order	2	4.711147067428613e-05	2.9802707374949406	0.005341708092	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.02546810196768593	0.018371352204817473	0.36441545341887177
order	1	4.711147067428613e-05	2.9802707374949406	0.00121568364	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.04248056089824287	0.030643247271038298	0.06471801351199134
order	0	4.711147067428613e-05	2.9802707374949406	1.1845733999999961e-05	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.046888920838389296	0.033823206783089706	0.000592617642462967
order	3	4.711147067428613e-05	2.9802707374949406	1.2987595000000726e-05	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.047028520010503644	0.03392390629975049	0.0006498017180772709
order	5	4.711147067428613e-05	2.9802707374949406	5.553316300000001e-05	1.0	1.0	1.0	4.0	0.0	0.0	4.0	1.0	0.046871039372093755	0.03381030803171551	0.002784389447652599
family	0	4.711147067428613e-05	2.9802707374949406	0.0006970368750000008	1.0	0.7307692307692307	0.8444444444444443	19.0	7.0	0.0	26.0	0.7307692307692307	0.058638232085963124	0.01799769632411564	0.03595150610174273
family	9	4.711147067428613e-05	2.9802707374949406	0.002543105377	1.0	0.8260869565217391	0.9047619047619047	19.0	4.0	0.0	23.0	0.8260869565217391	0.04779426579402592	0.015242976865088208	0.14691538480849173
family	8	4.711147067428613e-05	2.9802707374949406	0.0010611760500000003	1.0	0.9047619047619048	0.9500000000000001	19.0	2.0	0.0	21.0	0.9047619047619048	0.05577279887160279	0.018319063174094243	0.05647381283894369
family	7	4.711147067428613e-05	2.9802707374949406	0.0008211294750000005	1.0	0.9047619047619048	0.9500000000000001	19.0	2.0	0.0	21.0	0.9047619047619048	0.05703325912392023	0.01873307235881878	0.04314879107949297
family	6	4.711147067428613e-05	2.9802707374949406	0.0007093913750000006	1.0	0.95	0.9743589743589743	19.0	1.0	0.0	20.0	0.95	0.05765195590629814	0.01924469566764812	0.03705523197727256
family	5	4.711147067428613e-05	2.9802707374949406	0.0007382775760000007	1.0	0.95	0.9743589743589743	19.0	1.0	0.0	20.0	0.95	0.0575114105562537	0.01919778047723369	0.03861967177387232
family	4	4.711147067428613e-05	2.9802707374949406	0.0033315419389999996	1.0	0.7916666666666666	0.8837209302325582	19.0	5.0	0.0	24.0	0.7916666666666666	0.04340843875048502	0.013658811671460108	0.20165903100789423
family	3	4.711147067428613e-05	2.9802707374949406	0.000654082135	1.0	0.9047619047619048	0.9500000000000001	19.0	2.0	0.0	21.0	0.9047619047619048	0.05795382340187061	0.019035439740495475	0.03406533171495988
family	2	4.711147067428613e-05	2.9802707374949406	0.005739845042	1.0	0.8260869565217391	0.9047619047619047	19.0	4.0	0.0	23.0	0.8260869565217391	0.029383294145752508	0.009371184292567822	0.40672452889421723
family	1	4.711147067428613e-05	2.9802707374949406	0.00190872856	1.0	0.9047619047619048	0.9500000000000001	19.0	2.0	0.0	21.0	0.9047619047619048	0.05118187269380155	0.01681113335202528	0.10638510313484692
genus	1	4.711147067428613e-05	2.9802707374949406	0.002219311211999997	1.0	0.7018633540372671	0.8248175182481753	113.0	48.0	0.0	161.0	0.7018633540372671	0.05762954654682588	0.011341263636475443	0.12455542860263809
genus	2	4.711147067428613e-05	2.9802707374949406	0.005957275292000005	0.9823008849557522	0.7025316455696202	0.8191881918819187	111.0	47.0	2.0	158.0	0.69375	0.032517598671996224	0.00642310879299261	0.42323968290946096
genus	3	4.711147067428613e-05	2.9802707374949406	0.0009523489620000006	1.0	0.738562091503268	0.849624060150376	113.0	40.0	0.0	153.0	0.738562091503268	0.06608778246142608	0.013137580364600315	0.049870428264736096
genus	4	4.711147067428613e-05	2.9802707374949406	0.0036163733309999995	0.9911504424778761	0.6511627906976745	0.7859649122807018	112.0	60.0	1.0	172.0	0.6473988439306358	0.04852790142063291	0.009427480036981802	0.22022527097880384
genus	5	4.711147067428613e-05	2.9802707374949406	0.0010468449070000008	1.0	0.7583892617449665	0.8625954198473283	113.0	36.0	0.0	149.0	0.7583892617449665	0.06535838532177374	0.013061368233331741	0.055114768205082924
genus	6	4.711147067428613e-05	2.9802707374949406	0.001011017062000001	1.0	0.7151898734177216	0.8339483394833949	113.0	45.0	0.0	158.0	0.7151898734177216	0.06567804466511229	0.012973197389213818	0.053108274936504406
genus	7	4.711147067428613e-05	2.9802707374949406	0.0011332795950000018	1.0	0.6975308641975309	0.8218181818181818	113.0	49.0	0.0	162.0	0.6975308641975309	0.06475651452192155	0.012728312203834406	0.05994953880026177
genus	8	4.711147067428613e-05	2.9802707374949406	0.0013760132599999993	1.0	0.6975308641975309	0.8218181818181818	113.0	49.0	0.0	162.0	0.6975308641975309	0.06322286682928127	0.012426863820042726	0.0737155266284007
genus	9	4.711147067428613e-05	2.9802707374949406	0.0028474181590000002	0.9911504424778761	0.6511627906976745	0.7859649122807018	112.0	60.0	1.0	172.0	0.6473988439306358	0.05358825176631487	0.010410550610146275	0.1656333039871564
genus	0	4.711147067428613e-05	2.9802707374949406	0.0013502445420000017	1.0	0.44664031620553357	0.6174863387978141	113.0	140.0	0.0	253.0	0.44664031620553357	0.06768201772520221	0.012231565817494376	0.06992804805395961
species	1	4.711147067428613e-05	2.9802707374949406	0.004318375192999997	0.9228486646884273	0.48517940717628705	0.6359918200408997	311.0	330.0	26.0	641.0	0.4662668665667166	0.05296350956946883	0.008194842669756832	0.2701699329772633
species	0	4.711147067428613e-05	2.9802707374949406	0.0044201513569999875	0.9406528189910979	0.2626346313173157	0.41062176165803105	317.0	890.0	20.0	1207.0	0.25835370823145887	0.07306671193052112	0.010297042198053228	0.24554411054953387
species	9	4.711147067428613e-05	2.9802707374949406	0.004892292517999995	0.9198813056379822	0.4725609756097561	0.6243705941591138	310.0	346.0	27.0	656.0	0.4538799414348463	0.048175371688679455	0.007427409411557641	0.31823346019985943
species	2	4.711147067428613e-05	2.9802707374949406	0.007335079921000032	0.8753709198813057	0.5094991364421416	0.6441048034934498	295.0	284.0	42.0	579.0	0.4750402576489533	0.02788312278440394	0.004383241149545539	0.5693799859514367
species	3	4.711147067428613e-05	2.9802707374949406	0.002743069535999989	0.9317507418397626	0.4868217054263566	0.6395112016293278	314.0	331.0	23.0	645.0	0.47005988023952094	0.0649400503003319	0.010038265196159048	0.15607879059058394
species	4	4.711147067428613e-05	2.9802707374949406	0.0055459268110000124	0.8961424332344213	0.4682170542635659	0.615071283095723	302.0	343.0	35.0	645.0	0.4441176470588235	0.04313733018557906	0.006668057050379376	0.37663285678875025
species	5	4.711147067428613e-05	2.9802707374949406	0.002923552308999992	0.9376854599406528	0.5096774193548387	0.6603970741901776	316.0	304.0	21.0	620.0	0.49297971918876754	0.06356396412165373	0.009885962263012872	0.16810011748724157
species	6	4.711147067428613e-05	2.9802707374949406	0.0028848134509999912	0.9495548961424333	0.5071315372424723	0.6611570247933884	320.0	311.0	17.0	631.0	0.49382716049382713	0.06387883659247047	0.009907834055710916	0.16552105059132813
species	7	4.711147067428613e-05	2.9802707374949406	0.003130010283999996	0.9287833827893175	0.5089430894308943	0.6575630252100839	313.0	302.0	24.0	615.0	0.48982785602503914	0.06199240230782623	0.009653698041165141	0.18216175297174106
species	8	4.711147067428613e-05	2.9802707374949406	0.0034358905299999914	0.9258160237388724	0.4785276073619632	0.6309403437815976	312.0	340.0	25.0	652.0	0.4608567208271787	0.05971924613050159	0.009215869668764408	0.20366879881063304
strain	2	4.711147067428613e-05	2.9802707374949406	0.0009610819900000008	0.5555555555555556	0.38461538461538464	0.4545454545454546	55.0	88.0	44.0	143.0	0.29411764705882354	0.00225728213742972	0.0004548363500373182	0.7752890153091773
strain	9	4.711147067428613e-05	2.9802707374949406	0.0008701688290000015	0.6868686868686869	0.35233160621761656	0.4657534246575343	68.0	125.0	31.0	193.0	0.30357142857142855	0.003952033295002499	0.0007509530588242509	0.6281926948371843
strain	8	4.711147067428613e-05	2.9802707374949406	0.000821801238000001	0.6767676767676768	0.3284313725490196	0.4422442244224422	67.0	137.0	32.0	204.0	0.2838983050847458	0.0048966405007596974	0.0009207465244160745	0.5592807111001931
strain	7	4.711147067428613e-05	2.9802707374949406	0.0008291907290000016	0.6666666666666666	0.30414746543778803	0.4177215189873418	66.0	151.0	33.0	217.0	0.264	0.00511457200979794	0.0009506820806594178	0.557093428158109
strain	6	4.711147067428613e-05	2.9802707374949406	0.0008090375630000012	0.6767676767676768	0.32682926829268294	0.44078947368421056	67.0	138.0	32.0	205.0	0.28270042194092826	0.005256269871160996	0.000987461960762994	0.5385303321716469
strain	0	4.711147067428613e-05	2.9802707374949406	0.0011974345880000046	0.8585858585858586	0.1827956989247312	0.30141843971631205	85.0	380.0	14.0	465.0	0.17745302713987474	0.010747691410922817	0.0017498576939869723	0.6375923666490283
strain	4	4.711147067428613e-05	2.9802707374949406	0.0008847238940000008	0.6161616161616161	0.3546511627906977	0.45018450184501846	61.0	111.0	38.0	172.0	0.2904761904761905	0.003526274821614198	0.0006850468392920223	0.6555500274741917
strain	3	4.711147067428613e-05	2.9802707374949406	0.000810828957000001	0.6565656565656566	0.3125	0.4234527687296417	65.0	143.0	34.0	208.0	0.26859504132231404	0.005291266406362917	0.0009913308958835586	0.538919484537828
strain	1	4.711147067428613e-05	2.9802707374949406	0.0008587487000000008	0.5858585858585859	0.3258426966292135	0.4187725631768953	58.0	120.0	41.0	178.0	0.2648401826484018	0.004171590449867741	0.000805049151393558	0.6105715624542186
strain	5	4.711147067428613e-05	2.9802707374949406	0.0008045590790000009	0.6868686868686869	0.3300970873786408	0.4459016393442623	68.0	138.0	31.0	206.0	0.2869198312236287	0.0053390055019403694	0.0010020888873536482	0.5334818087968627
